item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch
0000007796,Firma Roleski Street Food Sos do tortilli i kanapek ogórkowy 305 g,artykuly-spozywcze,Y,w porcji 100 g,291 kcal,22 g,1.6 g,21 g,19 g,1.6 g,2 g,,,,,
0000015080,Haribo Tropifrutti 85 g,artykuly-spozywcze,Y,w porcji 100 g,349 kcal,0.5 g,0.1 g,82 g,63 g,4.5 g,0.03 g,,,,,
0000002991,Tasso Familijne wafle Gofrowe z musem o smaku waniliowym 225 g,artykuly-spozywcze,Y,w porcji 100 g,543 kcal,31 g,17 g,58 g,27 g,6.7 g,0.48 g,,,,,
0000005325,"Vitanella Owsianka Śliwka, Migdał, Żurawina 70 g",artykuly-spozywcze,Y,w porcji 100 g,357 kcal,10.4 g,1.3 g,50.5 g,17.7 g,10.1 g,0.02 g,10.6 g,,,,
0000007791,"Milka Secret Box Czekolada mleczna 14,4 g",artykuly-spozywcze,Y,w porcji 100 g,532 kcal,29 g,17 g,59 g,59 g,6.1 g,0.27 g,1.8 g,,,,
0000007731,Fanex Sos meksykański 450 g,artykuly-spozywcze,Y,w porcji 100 g,88 kcal,0.5 g,0.1 g,20 g,18 g,1.2 g,1.3 g,,,,,
0000009738,Roleski Musztarda delikatesowa stołowa 175 g,artykuly-spozywcze,Y,w porcji 100 g,112 kcal,4.5 g,0.2 g,11 g,11 g,4.6 g,2 g,,,,,
0000008073,Słodka Kraina Ciasto piaskowe 400g,artykuly-spozywcze,Y,w porcji 100 g,439 kcal,28 g,3.6 g,42 g,30 g,5.2 g,0.9 g,1.1 g,,,,
0000016391,Winiary Sos pieczeniowy ciemny 160 g,artykuly-spozywcze,Y,w porcji 100 ml,36 kcal,1.2 g,0.5 g,5.7 g,2.1 g,0.4 g,1.3 g,0.1 g,,,,
0000006267,Dan Cake Babka piaskowa o smaku waniliowym 600 g,artykuly-spozywcze,Y,w porcji 100 g,426 kcal,19 g,2.3 g,60 g,35 g,4.2 g,0.8 g,,,,,
0000010554,Saga owocowa Malina 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0.5 g,0.1 g,0.5 g,0.5 g,0.5 g,0.01 g,,,,,
0000013203,Rapsodia Produkt 100% owoców brzoskwinia 250 g,artykuly-spozywcze,Y,w porcji 100 g,163 kcal,0.5 g,0.1 g,39 g,39 g,0.8 g,0.02 g,1.6 g,,,,
0000015366,Go Vege Pasta słonecznikowa z pomidorami 170 g,artykuly-spozywcze,Y,w porcji 100 g,296 kcal,23 g,2.5 g,13 g,10 g,8 g,1 g,3.1 g,,,,
0000002857,"Verdin Fix Suplement diety kompozycja 6 ziół z zieloną herbatą 36 g (20 x 1,8 g)",artykuly-spozywcze,N,,,,,,,,,,,,,
0000004499,TaoTao Sos chili czosnkowy 200 g,artykuly-spozywcze,Y,w porcji 100 ml,106 kcal,0.3 g,0.1 g,23.8 g,20.5 g,1.3 g,4.9 g,,,,,
