item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber
0000004360,Hochland Ser kremowy w plastrach z szynką 130 g,nabial,Y,w porcji 100 g,242 kcal,17 g,11 g,6.3 g,6.3 g,16 g,2.6 g,
0000012038,Fantasia Jogurt kremowy z kulkami o smaku truskawki 100 g,nabial,Y,w porcji 100 g,148 kcal,8.2 g,5.2 g,15.4 g,14 g,3.4 g,0.14 g,
0000006583,"Bakuś Serek o smaku czekoladowym z dodatkiem  wapnia, witamin: D, B6 i B12 90 g",nabial,Y,w porcji 100 g,108 kcal,4 g,2.4 g,12.3 g,11.8 g,5.8 g,0.1 g,
0000007044,"Moja Kurka Jaja z chowu na wolnym wybiegu M, 20 szt.",nabial,Y,w porcji 100 g,139 kcal,9.7 g,3 g,0.6 g,0 g,12.5 g,0.4 g,
0000011674,Danio Serek homogenizowany truskawkowy 130 g,nabial,Y,w porcji 100 g,102 kcal,2.9 g,1.9 g,13.5 g,12.6 g,5.3 g,0.08 g,
0000007512,Go Bio Jaja 9szt,nabial,Y,w porcji 100 g,138 kcal,9.5 g,2.7 g,0.5 g,0 g,13 g,0.3 g,
0000000111,Mleczna Dolina Bita śmietanka w sprayu 250 ml,nabial,Y,w porcji 100 g,239 kcal,21 g,9.6 g,18 g,17 g,2.6 g,0.13 g,
0000007433,Jovi Duet  jagoda-wiśnia 350g,nabial,Y,w porcji 100 g,68 kcal,0.8 g,0.5 g,13 g,12 g,1.7 g,0.1 g,
0000007431,Jovi Duet banan-truskawka 350g,nabial,Y,w porcji 100 g,67 kcal,0.8 g,0.5 g,13 g,12 g,1.7 g,0.1 g,
0000002426,Tutti Serek stracciatella 150g,nabial,Y,w porcji 100 g,123 kcal,5 g,3.3 g,13.5 g,11.5 g,5.6 g,0.1 g,
0000008394,Moja Kurka Polskie jaja z chowu na wolnym wybiegu od kury zielononóżki 10 szt.,nabial,Y,w porcji 100 g,139 kcal,9.7 g,3 g,0.6 g,0 g,12.5 g,0.4 g,
0000004940,"Jogurt BIO banan, 140 g ",nabial,Y,w porcji 100 g,89 kcal,2.5 g,1.8 g,12.9 g,12 g,3.5 g,0.1 g,
0000007440,"Piątnica Serek Homogenizowany straciatella, 150 g",nabial,Y,w porcji 100 g,130 kcal,5.7 g,4.1 g,13 g,13 g,6.6 g,0.1 g,
