item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch
0000000886,Original Cola 500 ml,napoje,Y,w porcji 100 ml,38 kcal,0 g,0 g,9.6 g,9.6 g,0 g,0 g,,,,,
0000009220,"Żywiec Zdrój Jabłkowy Smak 1,2 l",napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.3 g,4.2 g,0 g,0 g,,,,,
0000011177,Go Active Vitamin Water smak cytrusowy 750 ml,napoje,Y,w porcji 100 ml,9 kcal,0 g,0 g,2.3 g,2.1 g,0 g,0 g,,,,,
0000000017,Coca-Cola Napój gazowany 500 ml,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,10.6 g,10.6 g,0 g,0 g,,,,,
0000009222,"Żywiec Zdrój Cytrynowy Smak 1,2 l",napoje,Y,w porcji 100 ml,18.3 kcal,0 g,0 g,4.3 g,4.2 g,0 g,0 g,,,,,
0000007821,"Tymbark Lemoniada cytryna-limonka 1,5 l",napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,,,,,
0000009617,"Vita Aloe Original napój aloesowy 1,5 l",napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0.04 g,,,,,
0000014714,Vital Fresh Sok 100% pomarańcza ananas marakuja 1L,napoje,Y,w porcji 100 ml,50 kcal,0 g,0 g,11 g,10 g,0.7 g,0 g,0 g,,,,
0000016966,Hellena Oranżada Czerwona 250 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.5 g,4.3 g,0 g,0.04 g,0 g,0 g,0 g,,
0000008134,Dar Lata syrop o smaku malinowym  pompką 2 l,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,4.9 g,4.7 g,0 g,0.03 g,0 g,0 g,0 g,0 g,0 g
0000008293,4Move Active Vitamin Gazowany napój smak limonki i cytryny 330 ml,napoje,Y,w porcji 100 ml,10 kcal,0 g,0 g,2.1 g,2 g,0 g,0 g,,,,,
0000008291,4Move Active Vitamin Gazowany napój smak cytrusów 330 ml,napoje,Y,w porcji 100 ml,11 kcal,0 g,0 g,2.1 g,2 g,0 g,0 g,,,,,
0000008122,Riviva Lemoniada gazowana o smaku cytryny i limonki 1 l,napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,,,,,
